idUsuario;timestamp;br;km;tipoAlerta
4687;1725521833;146;360.1;F
787;1730673049;262;2011.5;D
4466;1730686504;285;531.8;F
2502;1734594570;135;1575.6;B
3355;1729738686;156;241.5;B
3191;1710306028;285;347.7;A
222;1719957474;290;247.8;E
1142;1735314122;283;2457.1;E
831;1725253761;283;3017.6;F
287;1708462977;226;1146.4;C
4835;1719437270;265;880.0;C
1805;1717474938;158;3518.4;F
620;1731177395;156;647.3;B
4632;1710630217;174;10.1;D
4201;1721279453;290;616.8;B
3044;1734619311;135;2499.2;B
1434;1722422961;110;383.5;A
468;1712410994;146;447.6;D
3760;1729134380;267;364.6;B
2143;1726132767;277;421.3;C
3982;1731010155;101;1171.2;F
1083;1721482909;163;1749.8;A
3447;1725349194;226;1844.5;C
70;1732481874;230;980.8;B
3751;1720195511;285;635.5;A
4976;1732279342;122;1750.6;B
43;1732747254;285;331.6;C
1520;1721243270;242;2133.1;C
4825;1731750101;146;447.7;A
4497;1717132674;251;921.0;E
4572;1716228489;120;507.5;B
427;1716821349;251;307.5;F
2427;1728887048;174;638.8;A
198;1722343729;290;88.4;C
2660;1720713425;272;99.9;F
3811;1719604865;290;298.9;C
2755;1716836323;153;2974.0;D
2547;1732302802;267;1211.0;C
2353;1715155499;116;1287.9;F
529;1715272249;287;37.9;E
477;1710979642;101;2121.0;D
104;1706197662;122;341.7;A
3611;1730848698;146;22.1;D
4350;1720373383;154;401.5;E
3110;1717282072;232;244.5;A
4469;1713036746;153;479.4;A
4996;1728816975;283;1152.9;A
1492;1713915221;251;1374.7;D
643;1722985520;232;454.8;C
2294;1732182343;230;1120.5;C
3372;1704570187;154;327.1;F
67;1718900808;259;671.8;E
4244;1710064226;174;1397.6;A
4627;1724196434;259;488.9;E
883;1727086668;287;27.6;C
4630;1717787856;135;279.3;C
4036;1710341456;122;306.2;B
2723;1705343377;232;59.7;C
4028;1734779569;283;3008.9;E
2227;1727329363;154;232.5;B
4632;1728821899;251;626.3;E
4773;1722694777;265;97.8;F
421;1710753803;101;1707.9;A
4201;1727178464;285;382.8;A
2642;1728195833;163;1825.2;A
4003;1729257361;122;553.0;F
2568;1706330523;101;2113.1;E
1845;1722956010;259;55.3;D
240;1711004461;287;385.6;F
2749;1710988361;265;241.1;A
4883;1716686874;163;2922.5;C
4614;1705782628;230;3846.7;A
2936;1729940231;290;703.2;D
3012;1726866300;174;1179.8;F
2239;1708228724;222;730.9;C
3584;1709672603;104;209.1;E
718;1717674938;158;1187.7;A
1217;1710686232;154;409.5;D
4246;1706738567;174;2845.8;E
4829;1728731134;230;1095.8;C
4335;1724437785;242;1880.1;E
2549;1721044367;262;1865.4;F
4872;1704916686;285;486.0;E
3796;1710749855;222;1394.3;C
165;1735103593;146;343.2;C
1363;1721724820;290;320.5;A
4693;1726499261;287;87.7;F
2869;1722112047;259;614.3;E
475;1728294964;283;943.5;A
1166;1716733742;174;1514.0;A
4481;1726484624;242;2070.4;A
1105;1712750106;153;1346.4;F
2736;1719712699;230;3444.2;A
1337;1735331797;282;259.6;C
2855;1721193181;104;441.1;C
3133;1730250550;232;37.0;C
1099;1709002230;290;339.8;E
1745;1706036262;272;346.9;E
2513;1713195251;110;793.8;C
67;1713570549;116;3232.3;D
955;1728729093;262;1820.4;B
3425;1709219726;272;346.8;E
4730;1705527513;251;659.2;D
3242;1716688878;153;825.3;C
2517;1713421780;163;1125.6;D
3946;1721214667;283;1152.8;F
781;1716500472;267;1027.6;C
1186;1716253879;120;205.5;F
580;1717510589;259;330.1;F
3051;1713960924;267;1085.1;C
4038;1735423052;120;762.8;A
2987;1715539097;235;388.8;B
1373;1735544201;265;866.7;C
1810;1706457050;232;232.0;C
2036;1721156424;155;297.3;D
3453;1704607837;110;88.7;F
502;1734965263;163;257.9;A
1228;1712768621;282;246.3;F
4971;1721113548;155;342.1;A
3008;1715529476;259;570.4;E
2017;1707671122;104;17.7;D
3268;1735646389;226;1146.1;D
4050;1735522702;259;4.0;A
1775;1730833161;104;229.5;D
790;1717272660;290;88.2;A
3631;1719765887;155;272.9;A
539;1724914560;265;571.3;D
1600;1714778534;101;452.4;D
3566;1707160564;280;417.8;D
932;1710737147;155;111.1;E
4694;1727318902;210;130.8;B
562;1719473621;235;701.8;D
1367;1720950492;153;122.7;F
1572;1725246711;154;1.8;B
4980;1724218472;146;42.1;E
2832;1714198496;154;12.2;B
